"","observed_on","year","prism_tmin","prism_tmax","Month","Day","yday","Latitude","id","local_hour","hour_temperature","color","colorid","season"
"9700","2020-10-21",2020,11.8019475259899,23.9469248041695,10,22,295,36,64730504,14,23.9469248041695,"green",1,"Non-Breeding season"
"9701","2020-10-30",2020,11.8019475259899,23.9469248041695,10,31,304,36,64747374,15,23.6730936277507,"brown",0,"Non-Breeding season"
"9702","2020-11-13",2020,7.77734943488584,20.2463332286797,11,14,318,36,64812722,15,19.9476028627189,"brown",0,"Non-Breeding season"
"9703","2020-11-14",2020,6.41630723236253,19.6723375373952,11,15,319,36,64862595,10,14.8715840955819,"brown",0,"Non-Breeding season"
"9704","2020-11-15",2020,6.41630723236253,19.6723375373952,11,16,320,36,64964370,14,19.6723375373952,"brown",0,"Non-Breeding season"
"9705","2020-11-15",2020,7.77734943488584,20.2463332286797,11,16,320,36,64984349,20,12.5595222292608,"brown",0,"Non-Breeding season"
"9706","2020-11-15",2020,6.41630723236253,19.6723375373952,11,16,320,36,65015274,12,18.4073654262028,"brown",0,"Non-Breeding season"
"9707","2020-10-21",2020,13.4680754368442,24.3727677807844,10,22,295,36,65029407,16,23.4400130706233,"brown",0,"Non-Breeding season"
"9708","2020-11-05",2020,6.41630723236253,19.6723375373952,11,6,310,36,65114434,15,19.36528569936,"brown",0,"Non-Breeding season"
"9709","2020-11-15",2020,6.41630723236253,19.6723375373952,11,16,320,36,65299769,11,16.883378647912,"brown",0,"Non-Breeding season"
"9710","2020-11-21",2020,6.41630723236253,19.6723375373952,11,22,326,36,65354006,15,19.3450658914352,"brown",0,"Non-Breeding season"
"9711","2020-11-21",2020,6.41630723236253,19.6723375373952,11,22,326,36,65354438,15,19.3450658914352,"brown",0,"Non-Breeding season"
"9712","2020-11-22",2020,6.41630723236253,19.6723375373952,11,23,327,36,65422301,13,19.3439423096185,"brown",0,"Non-Breeding season"
"9713","2020-11-10",2020,6.41630723236253,19.6723375373952,11,11,315,36,65426740,13,19.3586298627233,"brown",0,"Non-Breeding season"
"9714","2020-11-10",2020,6.41630723236253,19.6723375373952,11,11,315,36,65426744,14,19.6723375373952,"brown",0,"Non-Breeding season"
"9715","2020-11-22",2020,6.41630723236253,19.6723375373952,11,23,327,36,65430986,14,19.6723375373952,"green",1,"Non-Breeding season"
"9716","2020-11-22",2020,6.41630723236253,19.6723375373952,11,23,327,36,65443324,13,19.3439423096185,"brown",0,"Non-Breeding season"
"9717","2020-11-22",2020,6.41630723236253,19.6723375373952,11,23,327,36,65443464,13,19.3439423096185,"brown",0,"Non-Breeding season"
"9718","2020-11-25",2020,6.41630723236253,19.6723375373952,11,26,330,36,65596882,14,19.6723375373952,"brown",0,"Non-Breeding season"
"9719","2020-11-13",2020,6.41630723236253,19.6723375373952,11,14,318,36,65599216,15,19.354751208814,"brown",0,"Non-Breeding season"
"9720","2020-11-20",2020,6.41630723236253,19.6723375373952,11,21,325,36,65616610,10,14.7689784135232,"brown",0,"Non-Breeding season"
"9721","2020-11-27",2020,6.41630723236253,19.6723375373952,11,28,332,36,65694349,10,14.6632480867312,"brown",0,"Non-Breeding season"
"9722","2020-11-19",2020,6.41630723236253,19.6723375373952,11,20,324,36,65697839,13,19.3473779493992,"brown",0,"Non-Breeding season"
"9723","2020-11-29",2020,6.41630723236253,19.6723375373952,11,30,334,36,65842062,12,18.3471452863375,"brown",0,"Non-Breeding season"
"9724","2020-11-29",2020,6.41630723236253,19.6723375373952,11,30,334,36,65845766,3,6.41630723236253,"brown",0,"Non-Breeding season"
"9725","2020-12-04",2020,-0.283989898987495,12.0973608319874,12,5,339,36,66105141,12,10.8443591990045,"brown",0,"Non-Breeding season"
"9726","2020-12-12",2020,-0.283989898987495,12.0973608319874,12,13,347,36,66478288,14,12.0973608319874,"green",1,"Non-Breeding season"
"9727","2020-12-06",2020,-0.283989898987495,12.0973608319874,12,7,341,36,66503014,11,9.32709954930089,"brown",0,"Non-Breeding season"
"9728","2020-12-13",2020,-0.283989898987495,12.0973608319874,12,14,348,36,66531879,14,12.0973608319874,"brown",0,"Non-Breeding season"
"9729","2020-12-13",2020,-0.283989898987495,12.0973608319874,12,14,348,36,66532281,14,12.0973608319874,"brown",0,"Non-Breeding season"
"9730","2020-12-12",2020,-0.283989898987495,12.0973608319874,12,13,347,36,66723924,10,7.27701293090039,"brown",0,"Non-Breeding season"
"9731","2020-12-21",2020,-0.283989898987495,12.0973608319874,12,22,356,36,66892929,13,11.7737540545707,"brown",0,"Non-Breeding season"
"9732","2020-12-28",2020,-0.283989898987495,12.0973608319874,12,29,363,36,67263787,13,11.7747344316774,"brown",0,"Non-Breeding season"
"9733","2020-08-22",2020,21.3475505085505,30.8479208716105,8,23,235,36,67857622,11,29.4722067664868,"brown",0,"Breeding season"
"9734","2020-06-04",2020,18.7559088071188,28.7935403953364,6,5,156,36,67862323,12,28.2193805857571,"green",1,"Breeding season"
"9735","2020-10-17",2020,11.8019475259899,23.9469248041695,10,18,291,36,68449349,15,23.6893299947452,"brown",0,"Non-Breeding season"
"9736","2021-01-23",2021,-0.175875725455089,10.6086990057284,1,23,23,36,68577262,15,10.3438765495828,"brown",0,"Non-Breeding season"
"9737","2021-01-27",2021,-0.175875725455089,10.6086990057284,1,27,27,36,68694796,15,10.347824500234,"brown",0,"Non-Breeding season"
"9738","2021-02-08",2021,0.441316430825391,10.9708235128694,2,8,39,36,69258781,10,7.31564663300776,"brown",0,"Non-Breeding season"
"9739","2021-02-23",2021,0.441316430825391,10.9708235128694,2,23,54,36,70045474,12,10.0778713729871,"brown",0,"Non-Breeding season"
"9740","2021-02-28",2021,0.441316430825391,10.9708235128694,2,28,59,36,70591588,12,10.0989942558953,"brown",0,"Non-Breeding season"
"9741","2021-03-07",2021,5.61222612157914,18.6387442988579,3,7,66,36,70790028,14,18.6387442988579,"brown",0,"Non-Breeding season"
"9742","2021-03-09",2021,5.61222612157914,18.6387442988579,3,9,68,36,70888273,13,18.3778966225446,"brown",0,"Non-Breeding season"
"9743","2021-03-11",2021,5.61222612157914,18.6387442988579,3,11,70,36,71023334,9,12.6785828539153,"brown",0,"Non-Breeding season"
"9744","2021-03-14",2021,5.61222612157914,18.6387442988579,3,14,73,36,71215572,10,14.7606695419892,"brown",0,"Non-Breeding season"
"9745","2020-10-24",2020,11.8019475259899,23.9469248041695,10,25,298,36,71640702,11,21.6197997017558,"green",1,"Non-Breeding season"
"9746","2021-02-16",2021,0.441316430825391,10.9708235128694,2,16,47,36,71640779,14,10.9708235128694,"brown",0,"Non-Breeding season"
"9747","2021-03-21",2021,5.61222612157914,18.6387442988579,3,21,80,36,71716168,12,17.6629903778298,"brown",0,"Non-Breeding season"
"9748","2021-03-21",2021,5.61222612157914,18.6387442988579,3,21,80,36,71717892,13,18.392477986412,"brown",0,"Non-Breeding season"
"9749","2021-03-21",2021,5.61222612157914,18.6387442988579,3,21,80,36,71753475,19,12.4006085620175,"green",1,"Non-Breeding season"
"9750","2021-03-22",2021,5.61222612157914,18.6387442988579,3,22,81,36,71812851,13,18.3936384115745,"brown",0,"Non-Breeding season"
"9751","2021-03-21",2021,6.41195448036505,18.5670810004422,3,21,80,36,71891458,16,17.6565988438791,"brown",0,"Non-Breeding season"
"9752","2021-03-25",2021,5.61222612157914,18.6387442988579,3,25,84,36,72032660,14,18.6387442988579,"green",1,"Non-Breeding season"
"9753","2021-03-25",2021,5.61222612157914,18.6387442988579,3,25,84,36,72035733,15,18.3970667991968,"brown",0,"Non-Breeding season"
"9754","2021-02-24",2021,1.54721389481045,11.3225521440815,2,24,55,36,72087142,13,11.114067144357,"brown",0,"Non-Breeding season"
"9755","2008-12-13",2008,2.39707632015389,13.9661947289434,12,14,348,36,72128456,16,12.7779061347741,"brown",0,"Non-Breeding season"
"9756","2021-03-24",2021,5.61222612157914,18.6387442988579,3,24,83,36,72163538,16,17.6765505071112,"brown",0,"Non-Breeding season"
"9757","2021-03-27",2021,6.41195448036505,18.5670810004422,3,27,86,36,72188277,14,18.5670810004422,"brown",0,"Non-Breeding season"
"9758","2021-03-27",2021,5.61222612157914,18.6387442988579,3,27,86,36,72213844,14,18.6387442988579,"brown",0,"Non-Breeding season"
"9759","2021-03-28",2021,5.61222612157914,18.6387442988579,3,28,87,36,72300517,16,17.6941467897494,"brown",0,"Non-Breeding season"
"9760","2009-05-10",2009,15.0466088649266,26.0260187806238,5,10,130,36,72379258,18,23.4307481806943,"brown",0,"Breeding season"
"9761","2021-03-31",2021,6.41195448036505,18.5670810004422,3,31,90,36,72527953,10,15.2136978844908,"brown",0,"Non-Breeding season"
"9762","2021-03-30",2021,5.61222612157914,18.6387442988579,3,30,89,36,72535254,11,16.5645161809208,"green",1,"Non-Breeding season"
"9763","2021-03-31",2021,5.61222612157914,18.6387442988579,3,31,90,36,72544603,14,18.6387442988579,"green",1,"Non-Breeding season"
"9764","2021-04-04",2021,8.15000887410808,23.0832483760436,4,4,94,36,72918452,13,22.8186223068057,"brown",0,"Breeding season"
"9765","2021-04-04",2021,8.15000887410808,23.0832483760436,4,4,94,36,72928092,15,22.8186223068057,"brown",0,"Breeding season"
"9766","2021-04-06",2021,8.15000887410808,23.0832483760436,4,6,96,36,73138598,16,22.0433872178776,"green",1,"Breeding season"
"9767","2020-10-18",2020,13.4680754368442,24.3727677807844,10,19,292,36,73232021,14,24.3727677807844,"green",1,"Non-Breeding season"
"9768","2021-04-08",2021,8.15000887410808,23.0832483760436,4,8,98,36,73308707,11,20.7976489888283,"green",1,"Breeding season"
"9769","2021-04-08",2021,8.15000887410808,23.0832483760436,4,8,98,36,73317132,13,22.8232942779392,"brown",0,"Breeding season"
"9770","2021-04-09",2021,8.15000887410808,23.0832483760436,4,9,99,36,73426676,17,20.8074439888233,"green",1,"Breeding season"
"9771","2021-04-10",2021,9.25850995520401,22.7837251362361,4,10,100,36,73538855,16,21.8582307279876,"brown",0,"Breeding season"
"9772","2021-04-11",2021,8.15000887410808,23.0832483760436,4,11,101,36,73691108,11,20.8267556078719,"green",1,"Breeding season"
"9773","2021-03-10",2021,6.41195448036505,18.5670810004422,3,10,69,36,73977022,14,18.5670810004422,"brown",0,"Non-Breeding season"
"9774","2020-10-20",2020,11.8019475259899,23.9469248041695,10,21,294,36,74183791,14,23.9469248041695,"brown",0,"Non-Breeding season"
"9775","2021-04-17",2021,8.15000887410808,23.0832483760436,4,17,107,36,74306060,17,20.8824209765455,"brown",0,"Breeding season"
"9776","2021-04-18",2021,8.15000887410808,23.0832483760436,4,18,108,36,74396277,13,22.8341980179294,"brown",0,"Breeding season"
"9777","2015-03-23",2015,4.21859315213329,17.2808425865323,3,23,82,36,74471764,16,16.3115113784849,"brown",0,"Non-Breeding season"
"9778","2021-04-21",2021,9.25850995520401,22.7837251362361,4,21,111,36,74771278,17,20.8222590839443,"green",1,"Breeding season"
"9779","2021-04-13",2021,8.15000887410808,23.0832483760436,4,13,103,36,75422977,12,22.0744682055988,"green",1,"Breeding season"
"9780","2021-04-09",2021,8.15000887410808,23.0832483760436,4,9,99,36,75432731,14,23.0832483760436,"green",1,"Breeding season"
"9781","2021-02-26",2021,0.441316430825391,10.9708235128694,2,26,57,36,75579531,15,10.7484160891339,"brown",0,"Non-Breeding season"
"9782","2021-04-28",2021,8.15000887410808,23.0832483760436,4,28,118,36,75602301,19,17.1061265069632,"brown",0,"Breeding season"
"9783","2021-04-29",2021,8.15000887410808,23.0832483760436,4,29,119,36,75669539,12,22.1372330315016,"green",1,"Breeding season"
"9784","2021-04-30",2021,8.15000887410808,23.0832483760436,4,30,120,36,76132950,18,19.4322218125157,"green",1,"Breeding season"
"9785","2021-05-01",2021,12.7925435284573,26.3760573882714,5,1,121,36,76306463,15,26.1608120107649,"green",1,"Breeding season"
"9786","2021-05-02",2021,12.7925435284573,26.3760573882714,5,2,122,36,76589332,12,25.5250034794416,"green",1,"Breeding season"
"9787","2020-09-27",2020,16.6508487673052,26.5798268821237,9,28,271,36,76667489,13,26.3883964192899,"green",1,"Non-Breeding season"
"9788","2021-05-03",2021,12.7925435284573,26.3760573882714,5,3,123,36,76933592,9,21.3628712420177,"green",1,"Breeding season"
"9789","2021-05-03",2021,13.3190051834482,26.4745577404327,5,3,123,36,77289035,13,26.2676105395241,"brown",0,"Breeding season"
"9790","2021-05-04",2021,12.7925435284573,26.3760573882714,5,4,124,36,77341295,16,25.5310743391376,"green",1,"Breeding season"
"9791","2021-05-01",2021,12.7925435284573,26.3760573882714,5,1,121,36,77893122,20,18.8165335925189,"green",1,"Breeding season"
"9792","2021-05-03",2021,12.7925435284573,26.3760573882714,5,3,123,36,78013251,15,26.1623780190761,"green",1,"Breeding season"
"9793","2021-05-09",2021,12.7925435284573,26.3760573882714,5,9,129,36,78139682,18,23.1550362628906,"green",1,"Breeding season"
"9794","2021-04-28",2021,8.15000887410808,23.0832483760436,4,28,118,36,78362392,9,17.4754105386232,"green",1,"Breeding season"
"9795","2021-05-05",2021,13.3190051834482,26.4745577404327,5,5,125,36,78375295,11,24.6635736057974,"green",1,"Breeding season"
"9796","2021-05-11",2021,12.7925435284573,26.3760573882714,5,11,131,36,78381841,15,26.1681484220437,"green",1,"Breeding season"
"9797","2020-11-05",2020,6.41630723236253,19.6723375373952,11,6,310,36,78493219,12,18.4583547802607,"brown",0,"Non-Breeding season"
"9798","2021-05-05",2021,12.7925435284573,26.3760573882714,5,5,125,36,78627661,12,25.5340381896388,"green",1,"Breeding season"
"9799","2021-05-14",2021,12.7925435284573,26.3760573882714,5,14,134,36,78744819,16,25.5584694081178,"green",1,"Breeding season"
"9800","2021-05-05",2021,12.7925435284573,26.3760573882714,5,5,125,36,79064561,12,25.5340381896388,"green",1,"Breeding season"
"9801","2021-05-10",2021,12.7925435284573,26.3760573882714,5,10,130,36,79309035,14,26.3760573882714,"green",1,"Breeding season"
"9802","2021-05-18",2021,12.7925435284573,26.3760573882714,5,18,138,36,79326744,14,26.3760573882714,"brown",0,"Breeding season"
"9803","2021-05-23",2021,12.7925435284573,26.3760573882714,5,23,143,36,79949096,10,23.2797374544381,"green",1,"Breeding season"
"9804","2021-05-17",2021,12.7925435284573,26.3760573882714,5,17,137,36,80046103,16,25.5656715291874,"brown",0,"Breeding season"
"9805","2021-05-24",2021,12.7925435284573,26.3760573882714,5,24,144,36,80131329,13,26.1756937128609,"brown",0,"Breeding season"
"9806","2021-05-26",2021,12.7925435284573,26.3760573882714,5,26,146,36,80440002,11,24.6162267664769,"green",1,"Breeding season"
"9807","2021-05-14",2021,12.7925435284573,26.3760573882714,5,14,134,36,80622245,15,26.170098983388,"green",1,"Breeding season"
"9808","2021-05-25",2021,12.7925435284573,26.3760573882714,5,25,145,36,80731865,13,26.1761725461028,"green",1,"Breeding season"
"9809","2021-05-31",2021,12.7925435284573,26.3760573882714,5,31,151,36,81142948,16,25.5924416182522,"brown",0,"Breeding season"
"9810","2021-05-18",2021,13.3190051834482,26.4745577404327,5,18,138,36,81170346,16,25.691922631592,"green",1,"Breeding season"
"9811","2021-05-31",2021,12.7925435284573,26.3760573882714,5,31,151,36,81554694,15,26.1787200155409,"brown",0,"Breeding season"
"9812","2021-03-15",2021,5.61222612157914,18.6387442988579,3,15,74,36,81722076,14,18.6387442988579,"brown",0,"Non-Breeding season"
"9813","2021-04-30",2021,9.25850995520401,22.7837251362361,4,30,120,36,81766116,10,19.4769463293349,"brown",0,"Breeding season"
"9814","2021-04-30",2021,9.25850995520401,22.7837251362361,4,30,120,36,81767641,10,19.4769463293349,"brown",0,"Breeding season"
"9815","2021-05-23",2021,13.3190051834482,26.4745577404327,5,23,143,36,82041708,15,26.280028324919,"green",1,"Breeding season"
"9816","2021-06-07",2021,18.7557453798793,29.4512892513297,6,7,158,36,82074409,15,29.2976697050147,"brown",0,"Breeding season"
"9817","2021-06-13",2021,18.7557453798793,29.4512892513297,6,13,164,36,83154393,18,27.0953892153627,"brown",0,"Breeding season"
"9818","2021-06-17",2021,19.7932766470826,29.1583468765392,6,17,168,36,83416300,14,29.1583468765392,"green",1,"Breeding season"
"9819","2021-06-23",2021,18.7557453798793,29.4512892513297,6,23,174,36,84347011,19,25.861472793114,"brown",0,"Breeding season"
"9820","2021-06-24",2021,18.7557453798793,29.4512892513297,6,24,175,36,84389270,14,29.4512892513297,"brown",0,"Breeding season"
"9821","2021-06-26",2021,18.7557453798793,29.4512892513297,6,26,177,36,84614315,15,29.2991149488145,"green",1,"Breeding season"
"9822","2021-06-23",2021,18.7557453798793,29.4512892513297,6,23,174,36,84885536,17,28.1084774255772,"green",1,"Breeding season"
"9823","2021-06-23",2021,18.7557453798793,29.4512892513297,6,23,174,36,84885790,17,28.1084774255772,"green",1,"Breeding season"
"9824","2021-06-17",2021,18.7557453798793,29.4512892513297,6,17,168,36,84887277,15,29.2990511596908,"brown",0,"Breeding season"
"9825","2021-06-28",2021,19.7932766470826,29.1583468765392,6,28,179,36,85005009,10,27.0996015231387,"brown",0,"Breeding season"
"9826","2021-06-28",2021,19.7932766470826,29.1583468765392,6,28,179,36,85006898,10,27.0996015231387,"brown",0,"Breeding season"
"9827","2021-06-29",2021,18.7557453798793,29.4512892513297,6,29,180,36,85013687,16,28.8460220247525,"brown",0,"Breeding season"
"9828","2021-06-07",2021,19.7932766470826,29.1583468765392,6,7,158,36,85201910,12,28.6241707101811,"brown",0,"Breeding season"
"9829","2021-07-03",2021,20.5251727749068,31.3316678556663,7,3,184,36,85499930,13,31.1771827406035,"green",1,"Breeding season"
"9830","2021-07-08",2021,20.5251727749068,31.3316678556663,7,8,189,36,86162332,9,27.6652631464004,"brown",0,"Breeding season"
"9831","2021-07-09",2021,20.5251727749068,31.3316678556663,7,9,190,36,86329844,17,29.9576317272118,"brown",0,"Breeding season"
"9832","2021-07-11",2021,20.5251727749068,31.3316678556663,7,11,192,36,86617390,9,27.6492808830798,"brown",0,"Breeding season"
"9833","2021-07-13",2021,20.5251727749068,31.3316678556663,7,13,194,36,86880809,13,31.1749845996626,"green",1,"Breeding season"
"9834","2021-07-14",2021,20.5251727749068,31.3316678556663,7,14,195,36,86981705,9,27.6307176968317,"brown",0,"Breeding season"
"9835","2021-07-14",2021,20.5251727749068,31.3316678556663,7,14,195,36,86996162,11,29.9461237183363,"green",1,"Breeding season"
"9836","2021-07-14",2021,20.5251727749068,31.3316678556663,7,14,195,36,86996417,11,29.9461237183363,"green",1,"Breeding season"
"9837","2021-07-16",2021,20.5251727749068,31.3316678556663,7,16,197,36,87283052,12,30.7058800943282,"brown",0,"Breeding season"
"9838","2021-07-17",2021,20.5251727749068,31.3316678556663,7,17,198,36,87442693,15,31.1737424745388,"green",1,"Breeding season"
"9839","2021-07-18",2021,20.5251727749068,31.3316678556663,7,18,199,36,87594288,13,31.1734008661555,"green",1,"Breeding season"
"9840","2021-07-20",2021,20.5251727749068,31.3316678556663,7,20,201,36,87863947,11,29.9287185137309,"brown",0,"Breeding season"
"9841","2019-09-10",2019,18.4077963004877,31.3761301773834,9,10,253,36,88020628,13,31.1459200968841,"brown",0,"Non-Breeding season"
"9842","2021-07-27",2021,20.5251727749068,31.3316678556663,7,27,208,36,88809264,8,25.9973152468128,"brown",0,"Breeding season"
"9843","2021-07-29",2021,20.5251727749068,31.3316678556663,7,29,210,36,89052125,8,25.9695148093874,"brown",0,"Breeding season"
"9844","2021-07-15",2021,20.5251727749068,31.3316678556663,7,15,196,36,89121193,16,30.7071290719022,"brown",0,"Breeding season"
"9845","2021-07-26",2021,20.5251727749068,31.3316678556663,7,26,207,36,89259149,12,30.6907758759118,"green",1,"Breeding season"
"9846","2021-08-04",2021,20.9032008284003,31.6471710568994,8,4,216,36,89973207,19,27.7103907277375,"brown",0,"Breeding season"
"9847","2021-07-21",2021,21.5006002089627,31.0035275116823,7,21,202,36,90197072,15,30.8633868451872,"brown",0,"Breeding season"
"9848","2021-08-04",2021,20.9032008284003,31.6471710568994,8,4,216,36,90648454,6,22.6939111027545,"green",1,"Breeding season"
"9849","2021-08-13",2021,20.9032008284003,31.6471710568994,8,13,225,36,91041789,13,31.4770904210229,"green",1,"Breeding season"
"9850","2021-08-13",2021,22.0961009296693,31.3284944286965,8,13,225,36,91070804,18,29.0814424202851,"brown",0,"Breeding season"
"9851","2021-08-16",2021,20.9032008284003,31.6471710568994,8,16,228,36,91461615,17,30.132198780467,"green",1,"Breeding season"
"9852","2021-08-17",2021,20.9032008284003,31.6471710568994,8,17,229,36,91646846,21,24.5609114486531,"green",1,"Breeding season"
"9853","2021-08-18",2021,20.9032008284003,31.6471710568994,8,18,230,36,91672190,15,31.4738785162287,"green",1,"Breeding season"
"9854","2021-08-18",2021,20.9032008284003,31.6471710568994,8,18,230,36,91677314,16,30.9595910632163,"green",1,"Breeding season"
"9855","2021-08-19",2021,20.9032008284003,31.6471710568994,8,19,231,36,91752101,11,30.1151383415779,"brown",0,"Breeding season"
"9856","2021-08-21",2021,20.9032008284003,31.6471710568994,8,21,233,36,91973869,11,30.1033997714054,"green",1,"Breeding season"
"9857","2021-08-19",2021,20.9032008284003,31.6471710568994,8,19,231,36,92162027,16,30.9569597211794,"green",1,"Breeding season"
"9858","2021-05-17",2021,12.7925435284573,26.3760573882714,5,17,137,36,92190552,14,26.3760573882714,"green",1,"Breeding season"
"9859","2021-08-25",2021,20.9032008284003,31.6471710568994,8,25,237,36,92527979,14,31.6471710568994,"green",1,"Breeding season"
"9860","2021-08-27",2021,20.9032008284003,31.6471710568994,8,27,239,36,92734344,10,28.8918816075167,"brown",0,"Breeding season"
"9861","2021-08-28",2021,20.9032008284003,31.6471710568994,8,28,240,36,92864291,12,30.9318045575973,"green",1,"Breeding season"
"9862","2021-08-29",2021,20.9032008284003,31.6471710568994,8,29,241,36,92912707,10,28.8699407498689,"brown",0,"Breeding season"
"9863","2021-08-29",2021,22.0961009296693,31.3284944286965,8,29,241,36,93101935,17,29.9591590551464,"green",1,"Breeding season"
"9864","2021-08-31",2021,20.9032008284003,31.6471710568994,8,31,243,36,93151995,10,28.8475516639515,"brown",0,"Breeding season"
"9865","2021-08-31",2021,20.9032008284003,31.6471710568994,8,31,243,36,93159344,11,30.0405227488754,"green",1,"Breeding season"
"9866","2021-09-01",2021,16.1171538918107,28.5287460408494,9,1,244,36,93480456,18,25.2814608055803,"green",1,"Non-Breeding season"
"9867","2021-09-04",2021,16.1171538918107,28.5287460408494,9,4,247,36,94097884,16,27.6777164870123,"green",1,"Non-Breeding season"
"9868","2021-09-06",2021,16.1171538918107,28.5287460408494,9,6,249,36,94161892,15,28.31226336363,"brown",0,"Non-Breeding season"
"9869","2021-09-11",2021,16.1171538918107,28.5287460408494,9,11,254,36,94476726,15,28.3074364245499,"brown",0,"Non-Breeding season"
"9870","2021-09-13",2021,16.1171538918107,28.5287460408494,9,13,256,36,94747581,16,27.6435786877924,"brown",0,"Non-Breeding season"
"9871","2021-09-15",2021,16.1171538918107,28.5287460408494,9,15,258,36,94939153,11,26.5496073946188,"green",1,"Non-Breeding season"
"9872","2021-09-03",2021,17.4093341345799,28.6863602343343,9,3,246,36,94999740,13,28.4922029563568,"brown",0,"Non-Breeding season"
"9873","2021-09-16",2021,16.1171538918107,28.5287460408494,9,16,259,36,95114620,14,28.5287460408494,"green",1,"Non-Breeding season"
"9874","2021-09-17",2021,16.1171538918107,28.5287460408494,9,17,260,36,95179603,15,28.3013619128254,"green",1,"Non-Breeding season"
"9875","2021-09-18",2021,16.1171538918107,28.5287460408494,9,18,261,36,95313468,10,25.0396259651553,"green",1,"Non-Breeding season"
"9876","2021-09-19",2021,16.1171538918107,28.5287460408494,9,19,262,36,95430742,14,28.5287460408494,"green",1,"Non-Breeding season"
"9877","2021-09-20",2021,16.1171538918107,28.5287460408494,9,20,263,36,95547176,11,26.5049998820788,"brown",0,"Non-Breeding season"
"9878","2021-09-23",2021,16.1171538918107,28.5287460408494,9,23,266,36,95881062,14,28.5287460408494,"brown",0,"Non-Breeding season"
"9879","2021-03-26",2021,5.61222612157914,18.6387442988579,3,26,85,36,96156230,17,16.5267490951255,"brown",0,"Non-Breeding season"
"9880","2021-09-23",2021,16.1171538918107,28.5287460408494,9,23,266,36,96388090,13,28.2949867125287,"green",1,"Non-Breeding season"
"9881","2021-09-28",2021,16.1171538918107,28.5287460408494,9,28,271,36,96474002,9,22.9954101976023,"brown",0,"Non-Breeding season"
"9882","2021-09-28",2021,16.1171538918107,28.5287460408494,9,28,271,36,96512431,16,27.5807924421242,"brown",0,"Non-Breeding season"
"9883","2021-09-29",2021,16.1171538918107,28.5287460408494,9,29,272,36,96568353,8,20.8117747245499,"green",1,"Non-Breeding season"
"9884","2021-09-30",2021,17.4093341345799,28.6863602343343,9,30,273,36,96915493,9,23.6149546698157,"green",1,"Non-Breeding season"
"9885","2021-10-02",2021,12.4153129538034,24.6327778958579,10,2,275,36,96952377,15,24.3927273482767,"brown",0,"Non-Breeding season"
"9886","2021-10-01",2021,12.4153129538034,24.6327778958579,10,1,274,36,96970111,1,12.4153129538034,"green",1,"Non-Breeding season"
"9887","2021-10-03",2021,12.4153129538034,24.6327778958579,10,3,276,36,97052078,12,23.6775262615348,"brown",0,"Non-Breeding season"
"9888","2021-10-03",2021,12.4153129538034,24.6327778958579,10,3,276,36,97052397,12,23.6775262615348,"green",1,"Non-Breeding season"
"9889","2021-10-04",2021,12.4153129538034,24.6327778958579,10,4,277,36,97154678,12,23.6730156903469,"brown",0,"Non-Breeding season"
"9890","2021-10-02",2021,12.4153129538034,24.6327778958579,10,2,275,36,97173340,13,24.3927273482767,"brown",0,"Non-Breeding season"
"9891","2021-10-05",2021,12.4153129538034,24.6327778958579,10,5,278,36,97291411,16,23.6684775236808,"green",1,"Non-Breeding season"
"9892","2021-10-06",2021,12.4153129538034,24.6327778958579,10,6,279,36,97349198,10,20.9109806123236,"green",1,"Non-Breeding season"
"9893","2021-10-04",2021,12.4153129538034,24.6327778958579,10,4,277,36,97352072,6,12.4153129538034,"brown",0,"Non-Breeding season"
"9894","2021-10-04",2021,12.4153129538034,24.6327778958579,10,4,277,36,97538622,10,20.9445203378768,"brown",0,"Non-Breeding season"
"9895","2021-10-08",2021,12.4153129538034,24.6327778958579,10,8,281,36,97568377,14,24.6327778958579,"green",1,"Non-Breeding season"
"9896","2021-10-05",2021,13.6423174154729,24.9218670447866,10,5,278,36,97666958,18,21.3085856213696,"green",1,"Non-Breeding season"
"9897","2021-10-11",2021,12.4153129538034,24.6327778958579,10,11,284,36,97910037,12,23.6406980020718,"brown",0,"Non-Breeding season"
"9898","2021-10-10",2021,12.4153129538034,24.6327778958579,10,10,283,36,97912286,14,24.6327778958579,"green",1,"Non-Breeding season"
"9899","2021-10-13",2021,12.4153129538034,24.6327778958579,10,13,286,36,98112512,12,23.6312433856406,"brown",0,"Non-Breeding season"
"9900","2021-10-13",2021,12.4153129538034,24.6327778958579,10,13,286,36,98146854,14,24.6327778958579,"green",1,"Non-Breeding season"
"9901","2021-10-14",2021,13.6423174154729,24.9218670447866,10,14,287,36,98202744,12,23.9928237074972,"brown",0,"Non-Breeding season"
"9902","2021-10-14",2021,13.6423174154729,24.9218670447866,10,14,287,36,98205240,12,23.9928237074972,"brown",0,"Non-Breeding season"
"9903","2021-10-14",2021,12.4153129538034,24.6327778958579,10,14,287,36,98208565,13,24.3785592801004,"green",1,"Non-Breeding season"
"9904","2021-10-14",2021,12.4153129538034,24.6327778958579,10,14,287,36,98232855,17,22.4078468568113,"green",1,"Non-Breeding season"
"9905","2021-10-16",2021,12.4153129538034,24.6327778958579,10,16,289,36,98414778,13,24.3761123967931,"brown",0,"Non-Breeding season"
"9906","2021-10-17",2021,12.4153129538034,24.6327778958579,10,17,290,36,98485888,8,16.4412775448704,"green",1,"Non-Breeding season"
